idiom,part_of_speech,word_url
carry water for,verb,https://en.wiktionary.org/wiki/carry_water_for#English
carved in stone,adjective,https://en.wiktionary.org/wiki/carved_in_stone#English
carve out,verb,https://en.wiktionary.org/wiki/carve_out#English
case the joint,verb,https://en.wiktionary.org/wiki/case_the_joint#English
cash in one's chips,verb,https://en.wiktionary.org/wiki/cash_in_one's_chips#English
cash on the barrelhead,noun,https://en.wiktionary.org/wiki/cash_on_the_barrelhead#English
cash up,verb,https://en.wiktionary.org/wiki/cash_up#English
cashed up,adjective,https://en.wiktionary.org/wiki/cashed_up#English
cast a chill,verb,https://en.wiktionary.org/wiki/cast_a_chill#English
cast aside,verb,https://en.wiktionary.org/wiki/cast_aside#English
cast in concrete,adjective,https://en.wiktionary.org/wiki/cast_in_concrete#English
cast one's mind back,verb,https://en.wiktionary.org/wiki/cast_one's_mind_back#English
cast a shadow,verb,https://en.wiktionary.org/wiki/cast_a_shadow#English
cast aspersions,verb,https://en.wiktionary.org/wiki/cast_aspersions#English
castle in the air,noun,https://en.wiktionary.org/wiki/castle_in_the_air#English
cast one's vote,verb,https://en.wiktionary.org/wiki/cast_one's_vote#English
cast pearls before swine,verb,https://en.wiktionary.org/wiki/cast_pearls_before_swine#English
cast the first stone,verb,https://en.wiktionary.org/wiki/cast_the_first_stone#English
cast up one's accounts,verb,https://en.wiktionary.org/wiki/cast_up_one's_accounts#English
cat and dog life,noun,https://en.wiktionary.org/wiki/cat_and_dog_life#English
cat in the sack,noun,https://en.wiktionary.org/wiki/cat_in_the_sack#English
cat-and-mouse,adjective,https://en.wiktionary.org/wiki/cat-and-mouse#English
cat-footed,adjective,https://en.wiktionary.org/wiki/cat-footed#English
catbird seat,noun,https://en.wiktionary.org/wiki/catbird_seat#English
catch a break,verb,https://en.wiktionary.org/wiki/catch_a_break#English
catch a packet,verb,https://en.wiktionary.org/wiki/catch_a_packet#English
catch a wave,verb,https://en.wiktionary.org/wiki/catch_a_wave#English
catch hands,verb,https://en.wiktionary.org/wiki/catch_hands#English
catch heat,verb,https://en.wiktionary.org/wiki/catch_heat#English
catch of the day,noun,https://en.wiktionary.org/wiki/catch_of_the_day#English
catch one's breath,verb,https://en.wiktionary.org/wiki/catch_one's_breath#English
catch one's death,verb,https://en.wiktionary.org/wiki/catch_one's_death#English
catch some rays,verb,https://en.wiktionary.org/wiki/catch_some_rays#English
catch someone napping,verb,https://en.wiktionary.org/wiki/catch_someone_napping#English
catch someone's drift,verb,https://en.wiktionary.org/wiki/catch_someone's_drift#English
catch the eye,verb,https://en.wiktionary.org/wiki/catch_the_eye#English
catch the sun,verb,https://en.wiktionary.org/wiki/catch_the_sun#English
Catch-22,noun,https://en.wiktionary.org/wiki/Catch-22#English
catch-as-catch-can,adjective,https://en.wiktionary.org/wiki/catch-as-catch-can#English
catch a cold,verb,https://en.wiktionary.org/wiki/catch_a_cold#English
catch air,verb,https://en.wiktionary.org/wiki/catch_air#English
catch as catch can,verb,https://en.wiktionary.org/wiki/catch_as_catch_can#English
catch big air,verb,https://en.wiktionary.org/wiki/catch_big_air#English
catch dust,verb,https://en.wiktionary.org/wiki/catch_dust#English
catch fire,verb,https://en.wiktionary.org/wiki/catch_fire#English
catch flies,verb,https://en.wiktionary.org/wiki/catch_flies#English
catch hell,verb,https://en.wiktionary.org/wiki/catch_hell#English
catch it,verb,https://en.wiktionary.org/wiki/catch_it#English
catch napping,verb,https://en.wiktionary.org/wiki/catch_napping#English
catch on,verb,https://en.wiktionary.org/wiki/catch_on#English
catch sight of,verb,https://en.wiktionary.org/wiki/catch_sight_of#English
catch someone's eye,verb,https://en.wiktionary.org/wiki/catch_someone's_eye#English
catch some z's,verb,https://en.wiktionary.org/wiki/catch_some_z's#English
cat got someone's tongue,phrase,https://en.wiktionary.org/wiki/cat_got_someone's_tongue#English
cat in the meal-tub,noun,https://en.wiktionary.org/wiki/cat_in_the_meal-tub#English
cat piss,noun,https://en.wiktionary.org/wiki/cat_piss#English
cat's cradle,noun,https://en.wiktionary.org/wiki/cat's_cradle#English
cat's meow,noun,https://en.wiktionary.org/wiki/cat's_meow#English
cat that ate the canary,noun,https://en.wiktionary.org/wiki/cat_that_ate_the_canary#English
cattle call,noun,https://en.wiktionary.org/wiki/cattle_call#English
caucus race,noun,https://en.wiktionary.org/wiki/caucus_race#English
caught up,verb,https://en.wiktionary.org/wiki/caught_up#English
caught with one's pants down,adjective,https://en.wiktionary.org/wiki/caught_with_one's_pants_down#English
cause a stir,verb,https://en.wiktionary.org/wiki/cause_a_stir#English
cave in,noun,https://en.wiktionary.org/wiki/cave_in#English
caviar to the general,noun,https://en.wiktionary.org/wiki/caviar_to_the_general#English
cede the field,verb,https://en.wiktionary.org/wiki/cede_the_field#English
center field,noun,https://en.wiktionary.org/wiki/center_field#English
chalk off,verb,https://en.wiktionary.org/wiki/chalk_off#English
chalk and cheese,noun,https://en.wiktionary.org/wiki/chalk_and_cheese#English
chalk up to,verb,https://en.wiktionary.org/wiki/chalk_up_to#English
champagne taste on a beer budget,noun,https://en.wiktionary.org/wiki/champagne_taste_on_a_beer_budget#English
champ at the bit,verb,https://en.wiktionary.org/wiki/champ_at_the_bit#English
chance'd be a fine thing,phrase,https://en.wiktionary.org/wiki/chance'd_be_a_fine_thing#English
chances are,adverb,https://en.wiktionary.org/wiki/chances_are#English
chance upon,verb,https://en.wiktionary.org/wiki/chance_upon#English
change of pace,noun,https://en.wiktionary.org/wiki/change_of_pace#English
change of tack,noun,https://en.wiktionary.org/wiki/change_of_tack#English
change over,verb,https://en.wiktionary.org/wiki/change_over#English
change the channel,verb,https://en.wiktionary.org/wiki/change_the_channel#English
change hands,verb,https://en.wiktionary.org/wiki/change_hands#English
change horses in midstream,verb,https://en.wiktionary.org/wiki/change_horses_in_midstream#English
change of heart,noun,https://en.wiktionary.org/wiki/change_of_heart#English
change of life,noun,https://en.wiktionary.org/wiki/change_of_life#English
change of scenery,noun,https://en.wiktionary.org/wiki/change_of_scenery#English
change one's mind,verb,https://en.wiktionary.org/wiki/change_one's_mind#English
change one's tune,verb,https://en.wiktionary.org/wiki/change_one's_tune#English
change someone's mind,verb,https://en.wiktionary.org/wiki/change_someone's_mind#English
change the game,verb,https://en.wiktionary.org/wiki/change_the_game#English
character assassination,noun,https://en.wiktionary.org/wiki/character_assassination#English
charge down,verb,https://en.wiktionary.org/wiki/charge_down#English
charge up,verb,https://en.wiktionary.org/wiki/charge_up#English
charity mugger,noun,https://en.wiktionary.org/wiki/charity_mugger#English
charley horse,noun,https://en.wiktionary.org/wiki/charley_horse#English
charmed life,noun,https://en.wiktionary.org/wiki/charmed_life#English
charm offensive,noun,https://en.wiktionary.org/wiki/charm_offensive#English
chase off,verb,https://en.wiktionary.org/wiki/chase_off#English
chase one's tail,verb,https://en.wiktionary.org/wiki/chase_one's_tail#English
chase rainbows,verb,https://en.wiktionary.org/wiki/chase_rainbows#English
chase the dragon,verb,https://en.wiktionary.org/wiki/chase_the_dragon#English
chase after,verb,https://en.wiktionary.org/wiki/chase_after#English
chase a rainbow,verb,https://en.wiktionary.org/wiki/chase_a_rainbow#English
chase tail,verb,https://en.wiktionary.org/wiki/chase_tail#English
chat up,verb,https://en.wiktionary.org/wiki/chat_up#English
cheap thrill,noun,https://en.wiktionary.org/wiki/cheap_thrill#English
cheap-arse Tuesday,noun,https://en.wiktionary.org/wiki/cheap-arse_Tuesday#English
cheaper by the dozen,phrase,https://en.wiktionary.org/wiki/cheaper_by_the_dozen#English
cheat on,verb,https://en.wiktionary.org/wiki/cheat_on#English
cheat sheet,noun,https://en.wiktionary.org/wiki/cheat_sheet#English
check and balance,noun,https://en.wiktionary.org/wiki/check_and_balance#English
check through,verb,https://en.wiktionary.org/wiki/check_through#English
check is in the mail,phrase,https://en.wiktionary.org/wiki/check_is_in_the_mail#English
cheeky monkey,noun,https://en.wiktionary.org/wiki/cheeky_monkey#English
cheer up,interjection,https://en.wiktionary.org/wiki/cheer_up#English
cheesed off,adjective,https://en.wiktionary.org/wiki/cheesed_off#English
cherry-pick,verb,https://en.wiktionary.org/wiki/cherry-pick#English
chess piece,noun,https://en.wiktionary.org/wiki/chess_piece#English
chesterfield rugby,noun,https://en.wiktionary.org/wiki/chesterfield_rugby#English
chew off,verb,https://en.wiktionary.org/wiki/chew_off#English
chew on,verb,https://en.wiktionary.org/wiki/chew_on#English
chew the meat and spit out the bones,verb,https://en.wiktionary.org/wiki/chew_the_meat_and_spit_out_the_bones#English
chew the cud,verb,https://en.wiktionary.org/wiki/chew_the_cud#English
chew the scenery,verb,https://en.wiktionary.org/wiki/chew_the_scenery#English
chew up,verb,https://en.wiktionary.org/wiki/chew_up#English
chicken feed,noun,https://en.wiktionary.org/wiki/chicken_feed#English
chickenization,noun,https://en.wiktionary.org/wiki/chickenization#English
chickenize,verb,https://en.wiktionary.org/wiki/chickenize#English
chicken out,verb,https://en.wiktionary.org/wiki/chicken_out#English
chicken scratch,noun,https://en.wiktionary.org/wiki/chicken_scratch#English
child's play,noun,https://en.wiktionary.org/wiki/child's_play#English
chill to the bone,verb,https://en.wiktionary.org/wiki/chill_to_the_bone#English
chilly climate,noun,https://en.wiktionary.org/wiki/chilly_climate#English
chime in,verb,https://en.wiktionary.org/wiki/chime_in#English
Chinaman on one's back,noun,https://en.wiktionary.org/wiki/Chinaman_on_one's_back#English
Chinaman's chance,noun,https://en.wiktionary.org/wiki/Chinaman's_chance#English
China syndrome,noun,https://en.wiktionary.org/wiki/China_syndrome#English
Chinese green,noun,https://en.wiktionary.org/wiki/Chinese_green#English
Chinese compliment,noun,https://en.wiktionary.org/wiki/Chinese_compliment#English
Chinese overtime,noun,https://en.wiktionary.org/wiki/Chinese_overtime#English
Chinese puzzle,noun,https://en.wiktionary.org/wiki/Chinese_puzzle#English
Chinese Wall,noun,https://en.wiktionary.org/wiki/Chinese_Wall#English
chink in the armor,noun,https://en.wiktionary.org/wiki/chink_in_the_armor#English
chink up,verb,https://en.wiktionary.org/wiki/chink_up#English
chip away,verb,https://en.wiktionary.org/wiki/chip_away#English
chip shot,noun,https://en.wiktionary.org/wiki/chip_shot#English
chip up,verb,https://en.wiktionary.org/wiki/chip_up#English
chip in,verb,https://en.wiktionary.org/wiki/chip_in#English
chip off the old block,noun,https://en.wiktionary.org/wiki/chip_off_the_old_block#English
chip on one's shoulder,noun,https://en.wiktionary.org/wiki/chip_on_one's_shoulder#English
chirk up,verb,https://en.wiktionary.org/wiki/chirk_up#English
chocolate teapot,noun,https://en.wiktionary.org/wiki/chocolate_teapot#English
choke off,verb,https://en.wiktionary.org/wiki/choke_off#English
choke the chicken,verb,https://en.wiktionary.org/wiki/choke_the_chicken#English
chomp at the bit,verb,https://en.wiktionary.org/wiki/chomp_at_the_bit#English
choose one's fighter,verb,https://en.wiktionary.org/wiki/choose_one's_fighter#English
choose up,verb,https://en.wiktionary.org/wiki/choose_up#English
chop down,verb,https://en.wiktionary.org/wiki/chop_down#English
chopped liver,noun,https://en.wiktionary.org/wiki/chopped_liver#English
chow down,verb,https://en.wiktionary.org/wiki/chow_down#English
Christmas graduate,noun,https://en.wiktionary.org/wiki/Christmas_graduate#English
Christmas tree bill,noun,https://en.wiktionary.org/wiki/Christmas_tree_bill#English
chrome dome,noun,https://en.wiktionary.org/wiki/chrome_dome#English
chrome horn,noun,https://en.wiktionary.org/wiki/chrome_horn#English
chum in the water,noun,https://en.wiktionary.org/wiki/chum_in_the_water#English
chump-change,adjective,https://en.wiktionary.org/wiki/chump-change#English
chump change,noun,https://en.wiktionary.org/wiki/chump_change#English
chum up,verb,https://en.wiktionary.org/wiki/chum_up#English
circle the drain,verb,https://en.wiktionary.org/wiki/circle_the_drain#English
circle back,verb,https://en.wiktionary.org/wiki/circle_back#English
circle the wagons,verb,https://en.wiktionary.org/wiki/circle_the_wagons#English
circuit slugger,noun,https://en.wiktionary.org/wiki/circuit_slugger#English
circular file,noun,https://en.wiktionary.org/wiki/circular_file#English
circular firing squad,noun,https://en.wiktionary.org/wiki/circular_firing_squad#English
civil tongue,noun,https://en.wiktionary.org/wiki/civil_tongue#English
claim to fame,noun,https://en.wiktionary.org/wiki/claim_to_fame#English
clamp down on,verb,https://en.wiktionary.org/wiki/clamp_down_on#English
clap eyes on,verb,https://en.wiktionary.org/wiki/clap_eyes_on#English
clash of the ash,noun,https://en.wiktionary.org/wiki/clash_of_the_ash#English
class clown,noun,https://en.wiktionary.org/wiki/class_clown#English
clean hands,noun,https://en.wiktionary.org/wiki/clean_hands#English
clean-timbered,adjective,https://en.wiktionary.org/wiki/clean-timbered#English
clean break,noun,https://en.wiktionary.org/wiki/clean_break#English
clean house,verb,https://en.wiktionary.org/wiki/clean_house#English
clean someone's clock,verb,https://en.wiktionary.org/wiki/clean_someone's_clock#English
clean up,noun,https://en.wiktionary.org/wiki/clean_up#English
clean up one's act,verb,https://en.wiktionary.org/wiki/clean_up_one's_act#English
clear blue water,noun,https://en.wiktionary.org/wiki/clear_blue_water#English
clear one's lines,verb,https://en.wiktionary.org/wiki/clear_one's_lines#English
clear cut,adjective,https://en.wiktionary.org/wiki/clear_cut#English
click into gear,verb,https://en.wiktionary.org/wiki/click_into_gear#English
climb down,noun,https://en.wiktionary.org/wiki/climb_down#English
climb the walls,verb,https://en.wiktionary.org/wiki/climb_the_walls#English
clip it,verb,https://en.wiktionary.org/wiki/clip_it#English
clip someone's wings,verb,https://en.wiktionary.org/wiki/clip_someone's_wings#English
